2025-09-26 19:52:07,0
2025-09-26 19:52:12,0
2025-09-26 19:52:17,0
2025-09-26 19:52:22,0
2025-09-26 19:52:27,0
2025-09-26 19:52:32,0
2025-09-26 19:52:37,0
2025-09-26 19:52:42,0
2025-09-26 19:52:47,0
2025-09-26 19:52:52,0
2025-09-26 19:52:57,0
2025-09-26 19:53:02,0
2025-09-26 19:53:07,0
2025-09-26 19:53:12,0
2025-09-26 19:53:18,0
2025-09-26 19:53:23,0
2025-09-26 19:53:28,0
2025-09-26 19:53:33,0
2025-09-26 19:53:38,0
2025-09-26 19:53:43,0
2025-09-26 19:53:48,0
2025-09-27 13:51:31,0
2025-09-27 13:51:37,0
2025-09-27 13:51:42,0
2025-09-27 13:51:47,0
2025-09-27 13:51:53,0
2025-09-27 13:51:59,0
2025-09-27 14:06:19,0
2025-09-27 14:06:25,0
2025-09-27 14:06:30,0
2025-09-27 14:06:35,0
2025-09-27 14:06:40,0
2025-09-27 14:06:46,0
2025-09-27 14:06:51,0
2025-09-27 14:07:09,0
2025-09-27 14:07:14,1
2025-09-27 14:07:19,0
2025-09-27 14:07:24,0
2025-09-27 14:07:29,0
2025-09-27 14:07:34,0
2025-09-27 14:07:39,0
2025-09-27 14:07:44,0
2025-09-27 14:07:49,1
2025-09-27 14:07:54,0
2025-09-27 14:07:59,0
2025-09-27 14:08:05,0
2025-09-27 14:08:10,0
2025-09-27 14:08:15,1
2025-09-27 14:08:20,0
2025-09-27 14:08:25,2
2025-09-27 14:08:30,0
2025-09-27 14:08:35,4
2025-09-27 14:08:40,3
2025-09-27 14:08:45,2
2025-09-27 14:08:50,3
2025-09-27 14:08:56,0
2025-09-27 14:09:01,1
2025-09-27 14:09:06,0
2025-09-27 14:09:11,2
2025-09-27 14:09:16,0
2025-09-27 14:09:21,1
2025-09-27 14:09:26,1
2025-09-27 14:09:32,0
2025-09-27 14:09:37,1
2025-09-27 14:09:42,1
2025-09-27 14:09:47,6
2025-09-27 14:09:52,3
2025-09-27 14:09:57,3
2025-09-27 14:10:02,3
2025-09-27 14:10:07,3
2025-09-27 14:10:12,4
2025-09-27 14:10:17,2
2025-09-27 14:10:22,1
2025-09-27 14:10:27,2
2025-09-27 14:10:32,5
2025-09-27 14:10:37,2
2025-09-27 14:10:43,3
2025-09-27 14:10:48,0
2025-09-27 14:10:53,1
2025-09-27 14:10:58,2
2025-09-27 14:11:03,2
2025-09-27 14:11:08,3
